entity:ID,name,:LABEL
en199,Q984327,s
en200,who is the 2012 falcons quarterback and has passing attempts statistics of 1,s
en201,who was the first american to enter outer space,s
en202,Q9682,s
en203,"in 1952, who was the new head of state of south australia",s
en204,Q580808,s
en205,the team won the 1992 nba finals championship has who as the current coach,s
en206,Q5794,s
en207,which team did wayne rooney play for before joining manchester united,s
en208,1874-06-16T00:00:00Z,s
en209,when emily dickinson father dies,s
en210,1961-08-04T00:00:00Z,s
en211,27,s
en212,what age was obama when he went to harvard university,s
en213,Q175772,s
en214,who was the first leader of mali,s
en215,Q313788,s
en216,what superman actors birthday is on 31st july,s
en217,33,s
en218,61,s
en219,which number of points/goals/set scored and number of matches played and fritz walter has member of sports team as germany national football team,s
en220,Q145,s
en221,Q30,s
en222,Q408,s
en223,Q414,s
en224,Q796,s
en225,Q851,s
en226,what country led by a religious organization since 07-31-1973 fought in the gulf war,s
en227,Q4335326,s
en228,"find the assaults that happened on april the 7th, 1995",s
en229,Q11816,s
en230,what is child of john adams that is date of death is 1848-2-23,s
en231,138744,s
en232,give me lected in lligan on 11-1-2013,s
en233,Q134773,s
en234,what was tom hanks 3rd oscar nomination,s
en235,2019-11-12T00:00:00Z,s
en236,what is the end time for windows 10 has software version as 10.0.17134.81,s
en237,Q106775,s
en238,who played dumbledore in the first harry potter,s
en239,1492-04-08T00:00:00Z,s
en240,when did lorenzo medici died,s
en241,Q826589,s
en242,1991-06-01T00:00:00Z,s
en243,what is position held of gianni agnelli and end date,s
en244,1963-01-01T00:00:00Z,s
en245,1976-01-01T00:00:00Z,s
en246,what is end time and start time of barbara walters has spouse as lee guber,s
en247,1981-09-21T00:00:00Z,s
en248,when did sandra day oconnor become the associate justice of the supreme court of the united states,s
en249,Q6265940,s
en250,name the award received by jean tirole in 1998,s
en251,Q4589592,s
en252,what year did the champion of the 1995 nba finals first won the championship,s
en253,Q5524835,s
en254,who is amy grants first husband,s
en255,1923-01-01T00:00:00Z,s
en256,1991-04-08T00:00:00Z,s
en257,what is end time and start time of tbilisi has located in the administrative territorial entity as georgian soviet socialist republic,s
en258,Q1765120,s
en259,what was charles babbge scholastic degree i 1814,s
en260,Q3631124,s
en261,who was the first woman to be mayor,s
en262,1485-08-22T00:00:00Z,s
en263,when was king richard 3 killed,s
en264,Q1370780,s
en265,the anime series lupin the third was created by whom,s
en266,Q976396,s
en267,what team does lamar odom play for 2013,s
en268,Q7521081,s
en269,what is given name of louis agassiz that is series ordinal is 1,s
en270,1991-08-24T00:00:00Z,s
en271,when was sevastopol placed in the administrative territorial entity of ukrainian soviet socialist republic,s
en272,1850-01-01T00:00:00Z,s
en273,1882-01-01T00:00:00Z,s
en274,when did joseph liouville begin and end the time as an employer at collège de france,s
en275,Q849079,s
en276,when was the last time the ny giants went to the super bowl,s
en277,Q4355264,s
en278,who was the newscaster in 1948 on cbs evening news,s
en279,Q769,s
en280,what nation did the united states invaded in 1983,s
en281,1984-01-01T00:00:00Z,s
en282,what year did sam elliott and kathryn ross marry,s
en283,1959-12-31T00:00:00Z,s
en284,1963-06-03T00:00:00Z,s
en285,"when did ernest borgnine get married to katy jurado, and when did they divorce",s
en286,1967-01-01T00:00:00Z,s
en287,when is the end time for luis miguel dominguín has spouse as lucia bosè,s
en288,Q3084303,s
en289,Q741182,s
en290,why did ramsay macdonald get elected to the member of the 32d parliament of the uk and why did he stop,s
en291,Q267245,s
en292,Q8682,s
en293,"what team, that michael essien played for, did cristiano ronaldo play for in 2012",s
en294,Q325904,s
en295,Q816319,s
en296,breadth-first search,s
en297,depth-first search,s
en298,give me uninformed search that contains the word first in their name,s
en299,1952-03-04T00:00:00Z,s
en300,what is the start time for nancy reagan has spouse as ronald reagan,s
en301,Q1543,s
en302,Q17479,s
en303,who did ronaldinho play for in 2011 with the team mascot named flamengo vulture,s
en304,Q16958416,s
en305,Q2071940,s
en306,what was the last year the la kings won the cup,s
en307,1991-01-01T00:00:00Z,s
en308,at what time did tiraspol leave the soviet union,s
en309,Q580574,s
en310,what is norman mailer nominated for whos point in time is 1994-0-0,s
en311,Q1003997,s
en312,whence was the person who said blessed are they that mourn: for they shall be comforted after he was crucified,s
en313,1978-01-01T00:00:00Z,s
en314,tell me when bobby moore became a seattle sounder.,s
en315,when did anne hathaway start going to unused york college and when did she graduate,s
en316,Q17144,s
en317,Q17277947,s
en318,Q5020532,s
en319,what award did dolores huerta receive in 2012,s
en320,Q622813,s
en321,what is award received of hugh lofting that is point in time is 1923-0-0,s
en322,2008-01-01T00:00:00Z,s
en323,what is the point in time for saint kitts and nevis has inflation rate as 6.5,s
en324,1893-01-01T00:00:00Z,s
en325,on what date did johannes v jensen stop residing in viborg,s
en326,1998-10-08T00:00:00Z,s
en327,what is the start time for pervez musharraf has position held as chairman joint chiefs of staff committee,s
en328,Q36678,s
en329,Q36755,s
en330,Q39760,s
en331,Q83210,s
en332,what territories did israel gain control of in the 6 day war of 1967,s
en333,Q162819,s
en334,who did henry viii divorce first,s
en335,Q306,s
en336,which person holds the presidency of the nation where magallanes y la antartica chilena region 2011 were located,s
en337,Q7278646,s
en338,which album did eddie rabbitt release in march 1986,s
en339,Q833645,s
en340,what was the first book of shakespeare,s
en341,Q128849,s
en342,what city hosted the 1998 winter olympics,s
en343,Q34404,s
en344,where is the 2012 ncaa basketball tournament played at that is located at 1001 fifth avenue,s
en345,Q1581759,s
en346,Q4295890,s
en347,Q4295895,s
en348,which years did the 1983 champions go to the world series,s
en349,Q335027,s
en350,what did logo invent while living in the united states,s
en351,Q106291,s
en352,what is nominated for of burt reynolds that is point in time is 1997-1-1,s
en353,1723-11-09T00:00:00Z,s
en354,1787-03-30T00:00:00Z,s
en355,"what is date of death and date of birth of frederick william i of prussia has child as anna amalia, abbess of quedlinburg",s
en356,1972-09-27T00:00:00Z,s
en357,what is the end time for rainer werner fassbinder has spouse as ingrid caven,s
en358,Q604,s
en359,what are the dwarf planet discoveries made on 3/31/2005,s
en360,1961-07-19T00:00:00Z,s
en361,what is time of implies of turbulence,s
en362,Q79580,s
en363,what was the capital of alabama through 1846,s
en364,Q5126026,s
en365,what is spouse of alfred kinsey that is end time is 1956-0-0,s
en366,1959-01-01T00:00:00Z,s
en367,when did tony walton become the spouse of julie andrews,s
en368,Q3595282,s
en369,Q3647356,s
en370,who is the present chief justice of supreme court of india for 2010,s
en371,Q1465181,s
en372,Q222047,s
en373,Q674359,s
en374,what was the award presented to kareem abdul-jabbar in 1980,s
en375,Q2518,s
en376,who became federal chancellor of germany after gerhard schroder,s
en377,1938-03-08T00:00:00Z,s
en378,1940-03-05T00:00:00Z,s
en379,when was arthur b. langlie mayor of seattle,s
en380,Q4416090,s
en381,what is position held of harry s. truman that is start time is 1935-1-3,s
en382,1834-06-01T00:00:00Z,s
en383,when did the capital of sonsonate for the federal republic of central america end,s
en384,Q161549,s
en385,Q189946,s
en386,Q52847,s
en387,Q845737,s
en388,1993-11-01T00:00:00Z,s
en389,2002-07-23T00:00:00Z,s
en390,2009-12-01T00:00:00Z,s
en391,2010-03-31T00:00:00Z,s
en392,2010-05-21T00:00:00Z,s
en393,"what follows the european union after it is dissolved, abolished or what follows the european union after it is dissolved, abolished or demolished",s
en394,Q160082,s
en395,what award did hilary mantel receive on 1-1-2009,s
en396,Q129795,s
en397,where is the on the last frontier lyrics author buried,s
en398,Q157,s
en399,Q329,s
en400,which politician was leading france as of 2012 and ended their last government psoition until 2007-03-26,s
en401,Q8567,s
en402,when was the gold metal won by the sponsee of covergirl,s
en403,Q3771430,s
en404,what is head of government of calabria that is end time is 2014-4-29,s
en405,Q54389,s
en406,which comes before the anti-particle of antideuterium,s
en407,Q1188005,s
en408,Q585801,s
en409,Q620277,s
en410,Q632786,s
en411,Q853768,s
en412,Q904928,s
en413,what other years did the champion of the 2011 afc championship game win the superbowl,s
en414,1427-01-01T00:00:00Z,s
en415,what was the date of ser piero da vincis birth,s
en416,Q4542504,s
en417,what is nominated for of luis miguel that is point in time is 1997-0-0,s
en418,1932-01-01T00:00:00Z,s
en419,what is the end time for zarah leander has spouse as nils leander,s
en420,what is nominated for of philip seymour hoffman that is statement is subject of is 80th academy awards,s
en421,Q1374361,s
en422,who are the first dallas cowboys coaches,s
en423,1992-01-01T00:00:00Z,s
en424,when did menachem mendel schneerson do his work for likkutei sichos,s
en425,2000-01-01T00:00:00Z,s
en426,when did elon musk marry his spouse justine musk,s
en427,1602-01-01T00:00:00Z,s
en428,when did antonio marziale carracci become annibale carraccis student.,s
en429,Q213500,s
en430,who is the first african american to win nobel prize,s
en431,1936-01-01T00:00:00Z,s
en432,on what date did iucn conservation status of the thylacine change to extinct,s
en433,Q433180,s
en434,"when the political appointer held the title of white house staff assistant was president, who was then the secretary of state",s
en435,2016-01-01T00:00:00Z,s
en436,what is the point in time for james heckman has award received as dan david prize,s
en437,Q438848,s
en438,what is chairperson of mossad that is start time is 2002-0-0,s
en439,1772-01-01T00:00:00Z,s
en440,what is the start time for zakopane has located in the administrative territorial entity as kingdom of galicia and lodomeria,s
en441,Q47170,s
en442,tell me the award milton friedman received in 1976,s
en443,Q6008386,s
en444,which award did corin tellado receive in the year 1998,s
en445,2009-01-01T00:00:00Z,s
en446,on what date did tom hardy earn the best performance by an actor in a british independent film bifa award,s
en447,Q42034,s
en448,what was the name of the first wife of the holy prophet mohammad,s
en449,1996-01-01T00:00:00Z,s
en450,when did the development of w.m. keck observatory finish,s
en451,Q221048,s
en452,what was first black player in mlb,s
en453,1875-01-01T00:00:00Z,s
en454,what is the point in time for max müller has award received as bavarian maximilian order for science and art,s
en455,who was the first african american mlb player in the world,s
en456,Q1385992,s
en457,who was elizabeth taylor 2nd husband,s
en458,give the date zarah leander married nils leander.,s
en459,Q1268927,s
en460,Q1419495,s
en461,Q1790273,s
en462,Q1868921,s
en463,Q463085,s
en464,Q4649800,s
en465,Q501273,s
en466,Q840286,s
en467,Q989447,s
en468,"in 1993, which award was granted to holly hunter",s
en469,Q16822913,s
en470,Q18995,s
en471,Q2039308,s
en472,Q338385,s
en473,Q4583688,s
en474,Q4588534,s
en475,Q47510245,s
en476,Q47510338,s
en477,Q47510356,s
en478,Q47510372,s
en479,Q47510566,s
en480,Q47510570,s
en481,Q47510573,s
en482,Q47510582,s
en483,Q817262,s
en484,what year prior to the 1993-94 fa cup did arsenal win the league,s
en485,Q2517513,s
en486,what plays were first performed with copyright in 1967,s
en487,5857,s
en488,how many people lived in argenteuil in 1856,s
en489,Q776662,s
en490,what was the residence of oliver heaviside born at 1889-0-0,s
en491,1979-01-01T00:00:00Z,s
en492,what is the start time for richard hadlee has member of sports team as tasmania cricket team,s
en493,2119731,s
en494,in 1960 what was the population of laos,s
en495,1485-12-16T00:00:00Z,s
en496,1536-01-07T00:00:00Z,s
en497,what are the death date of isabelle of castiles death and the birth date of her daughter catherine of aragon,s
en498,Q101797,s
en499,who was johnny depps partner until 1993,s
en500,Q361523,s
en501,what is spouse of greer garson that is start time is 1943-1-1,s
en502,Q276539,s
en503,which university of mississippi sports team did michael oher play for in 2009,s
en504,Q672635,s
en505,what position did djuanda kartawidjaja take after he was replaced by sukarano,s
en506,Q166646,s
en507,who was prime minister of great britain during the defense of the great wall,s
en508,when did anne hathaway begin and end teaching at nyu,s
en509,1989-10-21T00:00:00Z,s
en510,when did cusco and chartes become twin cities,s
en511,Q30192,s
en512,Q6574,s
en513,what is the time zone in uk now,s
en514,Q349,s
en515,who got first padma bhushan award,s
en516,what award did bob cousy receive in 1961,s
en517,2007-11-01T00:00:00Z,s
en518,on what date did dimitar nikolov become head of government of burgas,s
en519,Q273228,s
en520,who replaced aldo moro as the minister of foreign affairs,s
en521,"who currently operates the railway lines one of whose stockholder is chicago,st paul,minneapolis and omaha railway",s
en522,Q121783,s
en523,Q132893,s
en524,Q180950,s
en525,what team that uses the american airlines center did derek fisher play for in 2012,s
en526,2003-01-01T00:00:00Z,s
en527,when did ray bradbury get the doctor honoris causa degree,s
en528,Q282,s
en529,Q41354,s
en530,Q7802,s
en531,what was the last meal of jesus christ,s
en532,Q281939,s
en533,Q488645,s
en534,Q830079,s
en535,what award was top gun nominated for in the 59th academy awards,s
en536,Q311719,s
en537,what democratic was a presidential candidate in 1952,s
en538,Q38104,s
en539,"what is nominated for of john william strutt, 3rd baron rayleigh that is point in time is 1903-1-1",s
en540,1964-01-01T00:00:00Z,s
en541,1965-01-01T00:00:00Z,s
en542,what is the point in time for samuel beckett has nominated for as nobel prize in literature,s
en543,1960-01-01T00:00:00Z,s
en544,when was martin heidegger nominated for a nobel prize in literature,s
en545,Q3773669,s
en546,what is trey songz first top songs,s
en547,Q161806,s
en548,what did jean racine become a member of on 1672-12-5,s
en549,Q516479,s
en550,Q521644,s
en551,Q917071,s
en552,Q917076,s
en553,"what was edith head statement received as academy award for best costume design, black-and-white",s
en554,Q482941,s
en555,what is residence of don bluth that has start time of 1940-0-0,s
en556,Q215616,s
en557,what is first air channel of part of series of an adventure in make believe,s
en558,Q93190,s
en559,what happened to albert einstrins first wife,s
en560,Q49128,s
en561,who was the chairperson of harvard university in 2007,s
en562,Q83459,s
en563,for what sports team that was founded on 16 december 1899 did kaka play in 2009,s
en564,Q167733,s
en565,what is educated at of elsie clews parsons that is end time is 1899,s
en566,1194769,s
en567,what was namibias population in 1986,s
en568,Q5704055,s
en569,what is electoral district and represents of john key has member of as 51st new zealand parliament,s
en570,Q2069819,s
en571,what year did spudd webb won the dunk contest,s
en572,who was the president of the government of costa rica in 2012,s
en573,-0800-01-01T00:00:00Z,s
en574,when did homer the greek poet die,s
en575,Q6508547,s
en576,what is position held of peter fraser that is replaced by is walter nash,s
en577,1368-01-01T00:00:00Z,s
en578,what year was zhejiang absorbed into the ming dynasty,s
en579,Q6267603,s
en580,who was nebraskas first heisman trophy winner,s
en581,Q102427,s
en582,Q103360,s
en583,Q103916,s
en584,Q1315008,s
en585,Q165313,s
en586,Q41417,s
en587,Q5280675,s
en588,Q593098,s
en589,Q6978541,s
en590,Q849124,s
en591,what is nominated for of pulp fiction that is point in time is 1994-0-0,s
en592,Q529446,s
en593,what person was the mayor of atlanta starting in 2002,s
en594,Q719200,s
en595,who is the first african american senator,s
en596,Q13217683,s
en597,Q17305512,s
en598,what did harry s truman work before he was president,s
en599,Q4942343,s
en600,who became the editor of glamour in 1998,s
en601,Q125076,s
en602,Q159063,s
en603,Q183239,s
en604,Q201687,s
en605,Q691672,s
en606,what films were nominated for best picture of 2009,s
en607,what was burt lancaster nominated for in 1953,s
en608,Q3019369,s
en609,what award did david geffen receive in the year 1990,s
en610,Q88485687,s
en611,which person is the current leader of the nation where kef governorate is located,s
en612,3673000,s
en613,what is the population of liberia country in 2008,s
en614,Q116854,s
en615,Q116861,s
en616,Q4465,s
en617,Q531599,s
en618,Q808917,s
en619,Q888311,s
en620,when did j.r.r. tolkien acquire the hugo award for best dramatic presentation,s
en621,Q1738793,s
en622,what awards did jerry herman receive while playing the lead in lillian gish,s
en623,1775-09-01T00:00:00Z,s
en624,1777-06-14T00:00:00Z,s
en625,1781-04-15T00:00:00Z,s
en626,1804-04-17T00:00:00Z,s
en627,1836-10-10T00:00:00Z,s
en628,1856-01-03T00:00:00Z,s
en629,1863-01-01T00:00:00Z,s
en630,1877-11-28T00:00:00Z,s
en631,when did thomas jeffersons kids die,s
en632,Q150712,s
en633,Q154936,s
en634,Q309930,s
en635,Q310435,s
en636,Q442257,s
en637,what is follows and followed by of berengar i of italy has noble title as monarch of italy,s
en638,112372972,s
en639,112374333,s
en640,"in 2011, what was the population of the state of maharashtra located in india",s
en641,Q5305705,s
en642,Q5305716,s
en643,what is nominated for of jonathan larson that is point in time is 2002-0-0,s
en644,2004-01-01T00:00:00Z,s
en645,which year ticket to ride win a meeples choice award,s
en646,Q958369,s
en647,who won the 2009 afl premiership,s
en648,141847,s
en649,1902-01-01T00:00:00Z,s
en650,what is point in time and prize money of theodor mommsen has award received as nobel prize in literature,s
en651,Q200499,s
en652,name the president of the country whose main spoken language was brahui in 1980,s
en653,Q6283268,s
en654,who discovered the first chocolate bars,s
en655,Q939,s
en656,who declared brazils independence in 1822,s
en657,what is the name of muhammad the prophets first wife,s
en658,Q9184,s
en659,which is the religious text that follows the exodus,s
en660,17,s
en661,1988-02-20T00:00:00Z,s
en662,when did rihanna start sing,s
en663,Q173196,s
en664,who gave the mayor of mediatised to of government of the 1st dáil,s
en665,Q131371,s
en666,who played nba finals 2010,s
en667,Q1630979,s
en668,in 2005 which award ilya mechnikov received,s
en669,1948-01-01T00:00:00Z,s
en670,when did allan nevins got the bancroft prize,s
en671,1833-11-14T00:00:00Z,s
en672,when did roger b. taney stop holding the position of united states attorney general,s
en673,what was the first independent state in latin america,s
en674,Q41187,s
en675,what is the record label of the next thing and also the label of the the producers (2005 film),s
en676,1998-07-04T00:00:00Z,s
en677,when is obamas first daughter birthday what month,s
en678,Q50641,s
en679,linda nochlin majored in what subject at new york university institute of fine arts,s
en680,116960,s
en681,1926-01-01T00:00:00Z,s
en682,what is prize money and point in time of grazia deledda has award received as nobel prize in literature,s
en683,Q664,s
en684,which country gave women the right to vote in elections first,s
en685,what day was julian opie born on,s
en686,Q24241,s
en687,what is nominated for of dominique blanc that is statement is subject of is 26th césar awards,s
en688,Q6132456,s
en689,who is janet jacksons first husband,s
en690,what was richard feynman nominated for in 1960,s
en691,1982-01-01T00:00:00Z,s
en692,when was the first book of jerry spinelli written,s
en693,Q4575625,s
en694,derek fisher is the head coach of a basketball team that won their last championship when,s
en695,Q15029,s
en696,who governmental head of the area that has the state council of the peoples republic of china in 2011,s
en697,Q3764667,s
en698,who is the vice president in india now,s
en699,Q10737,s
en700,what happened to adolf hitler at the end of the war,s
en701,what city did roald dahl marry his first wife in,s
en702,what was isabelle huppert nominated for in 2003,s
en703,1981-01-01T00:00:00Z,s
en704,on what date did smita patil receive the national film award for best actress,s
en705,1930-12-31T00:00:00Z,s
en706,on what date did thomas hunt morgan retire as the chairperson of aaas,s
en707,Q83229,s
en708,who was the last tudor to govern england,s
en709,Q1064741,s
en710,Q1065229,s
en711,Q1463422,s
en712,Q621500,s
en713,Q632774,s
en714,which super bowls occured after 1978-01-15 and were won by the dallas cowboys,s
en715,Q6279,s
en716,what politician ran as a us vice presidential candidate along with the speaker at the 2012 state of the union address,s
en717,1942-11-01T00:00:00Z,s
en718,when did the cruzeiro become the currency of brazil,s
en719,1832-10-11T00:00:00Z,s
en720,1839-05-12T00:00:00Z,s
en721,1840-10-29T00:00:00Z,s
en722,what is the start time for nicolas jean-de-dieu soult has position held as head of government of france,s
en723,Q1371091,s
en724,Q2484309,s
en725,"what is the public workplace held by means of john russell, 1st earl russell, that was appointed via elizabeth ii",s
en726,1972-01-01T00:00:00Z,s
en727,what time does freeman dyson award receipt for josiah willard gibbs lectureship start,s
en728,Q360028,s
en729,who is manager/director of european southern observatory where end time is 1974-1-1,s
en730,2012-01-01T00:00:00Z,s
en731,when did hugh jackman receive the golden globe award for best actor in a motion picture musical or comedy,s
en732,2011-01-01T00:00:00Z,s
en733,what is the point in time for julian barnes has nominated for as man booker prize,s
en734,Q11702,s
en735,"who held their governmental position from before january 3, 2011 and were speakers of the house of representatives in 2011",s
en736,Q333994,s
en737,who is the first governor of india,s
en738,1915-01-01T00:00:00Z,s
en739,when was the sierpinski triangle discovered,s
en740,what award nominee in the 1980 national book awards ceremony served as secretary of state under president richard nixon,s
en741,Q9640,s
en742,who was sworn into office after the public speaker who spoke about anti-apartheid was assassinated,s
en743,Q241788,s
en744,which governor with the symbol of qui transtulit sustinet  won the election in 2010,s
en745,Q518675,s
en746,what was natalie portman short-listed for in 2011,s
en747,Q40213,s
en748,"who are the writers of the second coming, whose deathplace is menton",s
en749,Q11812,s
en750,who was the president when the lousiana territory was purchased,s
en751,1965-03-19T00:00:00Z,s
en752,what is the end time for alexey leonov has significant event as extra-vehicular activity,s
en753,Q462,s
en754,what original star wars movie was first screened,s
en755,2014-01-01T00:00:00Z,s
en756,when did mike trout win his mvp award and in what league was he in,s
en757,0396-01-01T00:00:00Z,s
en758,when was the sanctification held for augustine of hippo which was a critical occasion,s
en759,what is nominated for of paul muni that is point in time is 1935-1-1,s
en760,Q17112655,s
en761,"in 1959, what award did leon festinger receive",s
en762,Q181962,s
en763,where is augusta masters 2012,s
en764,who was the president in 2010 of the governmental jurisdiction in which zeng peiyan was a governmental office holder,s
en765,Q35637,s
en766,what is nominated for of könig von belgien albert that is point in time is 1922-1-1,s
en767,Q1134635,s
en768,who was the winner of the world series in 1994,s
en769,Q107258,s
en770,Q139184,s
en771,Q3703463,s
en772,Q586356,s
en773,Q768476,s
en774,Q787131,s
en775,Q8038461,s
en776,Q900414,s
en777,what is nominated for of bernardo bertolucci that is for work is the last emperor,s
en778,Q433174,s
en779,who was the opponent of lincoln in the election of 1860,s
en780,Q184650,s
en781,who was george w bushs first secretary of defense,s
en782,2006-01-01T00:00:00Z,s
en783,2010-01-01T00:00:00Z,s
en784,when does rakesh kumar compete,s
en785,Q127318,s
en786,who was the king of england in 1776,s
en787,Q15031,s
en788,who is the current president of the nation where guangzhou zhu jiang brewery co. ltd. zhu jiang beer is made,s
en789,Q131520,s
en790,Q277751,s
en791,Q487136,s
en792,what is award received of pans labyrinth that is statement is subject of is 79th academy awards,s
en793,what is the start time for margaret mead has spouse as gregory bateson,s
en794,Q483020,s
en795,who does david beckham play for in 2013,s
en796,Q94,s
en797,on 2008-09-20 which computer operating system was released,s
en798,Q17008313,s
en799,what award did mel brooks receive in 2003,s
